draft_number,years_education,income
355,14,50859.21
118,15,99833.63
351,14,58957.99
172,13,40137.34
265,15,39158
337,13,28462.19
254,14,51979.21
130,14,13656.36
173,16,69091.48
252,16,71094.15
269,16,82215.69
315,16,87416.95
363,10,33141.99
144,15,93098.41
221,15,23402.9
282,15,38118.25
77,19,91899.41
238,15,62106.45
330,15,52274.53
200,14,74649.84
153,14,51483.4
121,13,45072.63
24,17,73587.88
23,17,28243.13
156,14,65900.3
141,13,38927.08
360,16,82855.45
270,18,78021.3
219,12,62201.74
232,14,20754.45
19,19,116195.1
238,14,76123.67
345,12,67006.95
170,15,59047.5
349,13,50902.21
173,16,36376.41
266,16,28772.24
320,15,88344.91
226,13,45465.74
323,17,11283.91
133,13,45174.97
142,12,40815.19
355,17,73151.7
272,18,49116.98
145,18,86565.29
297,15,70226.34
96,13,44676.86
348,15,91170.77
15,18,32039.74
169,14,30537.55
291,17,117845.7
144,17,68027.52
285,12,75407.12
214,15,62586.03
154,14,87206.33
86,15,65439.62
136,17,84469.2
239,16,69531.28
307,17,118167.1
317,12,35907.11
248,14,65621.78
299,13,70996.82
71,17,89999.23
220,13,15440.37
276,15,44631.31
12,15,76591.62
100,10,27755.4
349,17,133735.8
190,15,37474.47
79,14,64613.23
357,14,17314.61
329,17,99502.1
46,14,65711.58
228,14,36880.85
318,12,41412.13
299,14,21501.73
134,15,82377.72
361,15,43384.7
224,14,53043.79
106,15,97582.12
345,13,40895.03
308,15,39422.38
31,18,0
113,16,76540.06
359,14,79254.94
83,15,47455.96
358,15,88619.9
136,15,84741.9
101,16,85892.74
119,18,100771.8
81,11,25659.41
241,15,60015.89
136,11,43752.26
308,14,57626.07
310,16,60425.61
186,14,29263.88
299,11,22638.26
338,15,0
84,14,85448.99
155,13,85720.8
303,14,18350.37
73,16,31010.63
36,15,45698.62
331,15,53151.5
112,15,52170.53
349,13,69000.36
214,16,29306.57
79,17,103248.9
292,13,85464.17
39,17,116971.3
155,12,41369.02
323,16,67609.69
125,14,43447.32
289,14,25369.89
248,13,62876.69
23,13,32790.15
179,14,90953.45
264,16,59250.55
256,14,32703.67
185,16,46353.73
81,14,56078.79
2,19,75467.51
120,14,15254.98
175,10,44328.65
100,17,129307.5
341,14,41185.54
120,14,22964.07
135,16,77283.86
273,18,23579.71
42,14,3483.754
213,17,82189.46
292,14,57221.57
116,17,91280.45
19,16,38885
255,17,157613
1,16,48020
112,16,38617.77
279,16,27203.35
273,16,26294.25
248,14,77148.13
307,16,96969.33
20,16,53416
123,14,86259.03
332,11,38081.8
241,14,70143.34
45,19,67778.15
174,15,25491.45
109,18,98159.48
177,14,34362.9
149,12,50687.6
257,16,53772.81
312,18,141893.3
98,16,92729.42
275,15,40487.34
352,14,77857.21
192,16,88190.09
350,15,60240.85
305,17,61402.9
138,15,75034.39
248,13,105885.7
149,17,60872.73
176,17,34468.14
287,12,35014.18
252,14,80040.23
265,16,180732.3
302,13,41307.16
192,12,53210.24
327,18,73094.5
209,16,100513.6
168,11,59079.14
139,13,11839.33
113,10,6422.461
116,17,24116.56
134,17,23792.07
311,18,70270.06
208,14,11171.81
282,17,95440.62
168,14,29194.41
134,10,29005.25
279,18,94799.7
276,11,30968.87
77,17,82593.23
31,17,24508.38
266,11,48834.08
129,10,42801.1
260,17,43684.87
243,13,64699.78
222,12,37276.45
361,15,66766.02
117,12,56989.27
188,12,34056.81
2,13,45694
129,14,22420.6
257,15,95819.38
167,14,131378.5
166,15,60954.19
307,16,31846.94
83,19,91386.63
202,11,58670.08
285,17,105882.8
220,13,60961.48
247,16,62619.53
34,16,58929.71
206,17,103703.4
358,16,65348.02
309,17,106888.9
238,11,24953.08
294,18,94524.68
89,17,111360.9
98,11,12189.36
140,14,106937.5
146,13,82605.43
346,13,37587.65
352,17,83026.56
85,15,145840.7
350,10,47414.49
365,14,35468.36
350,14,58279.82
261,17,70283.34
51,16,26952.8
64,17,95227.73
186,15,78265.75
190,13,41905.45
111,14,96919.23
325,14,80576.98
115,15,84913.66
6,18,91873.76
251,16,74154.94
310,14,27610.29
10,16,23963.03
275,13,83814.23
123,14,76657.1
197,14,49259.72
125,14,69573.7
124,13,67434.7
164,12,8562.457
33,17,41376.92
362,16,50076.48
243,13,34797.26
274,14,67820.99
181,18,109129.7
36,19,53666.71
37,14,50251.83
159,11,69097.14
197,17,73219.05
346,15,60180.38
159,13,49012.87
42,18,41467.25
212,13,86803.8
96,19,106853.7
242,13,32097.69
305,13,63486.43
286,14,57556.92
279,16,68202.25
97,17,41918.05
94,15,51597.26
272,16,52271.21
191,13,45181.86
64,13,29392.93
285,11,36285.49
167,14,48937.78
202,12,58174.38
105,16,62867.59
277,14,57562.2
298,11,37349.32
315,14,29380.08
269,13,76507.27
55,17,89860.56
55,20,84140.85
338,14,131252.1
112,16,84222.29
153,16,27836.72
141,17,71371.22
334,11,35963.96
165,12,55173.31
297,16,91098.05
312,16,96852.16
229,14,39289.61
120,17,70720.5
77,12,55632.02
260,15,52852.38
38,13,36874.35
117,13,36805.84
272,15,38327.82
310,19,47164.21
103,15,42445.42
275,14,51991.77
9,16,34585.1
113,17,77412.52
58,17,114583.4
178,12,58372.65
274,16,43625.47
147,15,38711.9
308,16,94208.04
54,16,87467.44
98,13,60172.3
352,17,73585.03
72,15,44426.57
356,14,12577.14
196,15,79715.74
211,14,96960.55
33,15,28069.45
322,11,36192.77
238,18,84143.97
111,14,35906.62
320,17,44398.16
351,15,51769.57
260,13,52029.41
183,14,67592.36
97,15,52846.62
67,13,11998.44
209,14,59010.68
198,14,75594.2
219,16,53253.95
353,14,70303.55
319,18,84873.57
129,13,40724.77
19,12,18468.54
209,15,75050.71
87,14,60531.78
37,15,58957.52
330,16,73613.16
156,17,22208.48
329,12,23672.25
263,17,64919.98
161,11,18841.91
41,21,121347.7
143,17,64824.85
298,14,52757.48
286,13,21744.39
48,18,101479.2
136,16,26642.74
142,15,22459.85
245,16,92487.1
5,17,122142.8
196,14,75215.61
363,12,23968.78
225,12,15622.66
204,16,106955.6
351,17,97751.43
339,12,44312.78
280,15,50345.68
290,15,76362.38
219,16,53364.01
24,16,24592.19
279,13,59968.87
290,13,102835.6
191,18,20341.48
186,14,53548.98
150,16,94726.21
259,11,10890.91
210,12,72200.63
94,13,59602.89
315,13,52075.85
208,13,100937.3
28,16,48004.64
205,14,96057.06
50,16,66706.55
270,14,60966.1
114,16,72032.3
156,14,79100.63
102,14,63397.34
244,15,67433.51
161,18,116200.9
50,16,112214.6
330,14,87066.22
110,15,82626.03
143,11,64431.83
66,17,34352.83
210,15,27191.69
316,17,99863.46
288,17,100755.7
302,17,68840.93
233,17,177947
273,11,26321.61
356,14,88622.47
215,16,109676.3
31,18,54877.69
180,15,69762.73
285,16,61803.18
221,16,38831.03
355,15,20055.6
240,12,50981.48
63,17,39052.13
98,15,53462.54
284,16,16537.47
169,12,46502.3
27,16,11458.13
268,15,16454.18
205,16,72580.12
341,18,73270.76
7,14,57868.67
52,13,44654.66
90,16,47463.48
237,15,52224.85
326,12,79414.8
84,18,97414.48
236,13,85908.75
7,16,79760.52
275,15,47125.86
143,16,76038.8
127,17,52493.55
312,14,79684.7
331,17,47636.27
115,14,30191.94
97,14,100521.5
224,12,13874.26
138,14,44895.79
187,19,24173.46
322,12,21663.19
211,15,66571.43
160,18,78885.71
214,13,49971.35
204,14,60504.87
100,13,76780.11
342,14,31508.88
317,10,51245.17
280,16,88485.98
37,17,73371.44
139,15,53074.64
118,15,28566.13
282,14,50730.37
221,16,61991.1
336,13,44995.12
183,12,21345.24
162,13,25291.65
245,13,66944.46
20,15,102180.4
255,14,67246.23
352,16,74959.17
336,17,62245.2
87,18,157908.3
59,19,51217.57
304,13,53905.86
206,15,38878.72
254,14,35147.71
110,14,68989.2
115,16,92414.06
39,20,50394.65
164,18,54140.02
64,14,57088.09
102,13,13675.29
62,12,48166.32
284,15,77491.66
83,14,64395.24
168,15,42309.57
262,18,79512.49
179,13,33573.41
101,14,19418.65
286,14,18344.03
53,15,93779.93
6,16,70283.69
278,16,80687.8
264,14,72051.34
49,17,83502.69
116,14,105802.8
133,16,104398.4
46,18,27398.01
298,13,90866.05
358,14,32109.15
247,14,38227.25
78,19,61268.66
137,13,56882.44
334,12,50070.44
161,18,59491.29
174,16,31215.11
270,13,51210.01
277,10,38824.85
127,17,118678.6
107,15,38427.08
122,16,70827.09
119,15,73947.22
228,11,12576.11
68,19,56159.15
235,17,89212.77
288,16,25959.86
337,17,79990.67
64,17,51628.92
336,17,106878.6
112,14,19661.3
52,20,105663.7
256,16,70445.05
359,16,84922.73
109,15,65172.78
172,14,43199.67
25,15,106598.6
242,17,96615.45
250,13,57674.45
341,16,69177.19
142,14,50884.86
61,15,51625.5
67,17,40539.98
162,15,61822.99
290,12,43160.35
212,14,71880.61
299,14,40341.09
141,13,19606.29
285,15,36931.01
149,10,32671.75
95,12,41467.95
164,16,88201.2
121,18,182150.3
313,15,59433.18
302,12,59294.89
206,15,63896.77
341,11,33017.61
57,17,140797.3
154,11,46883.66
271,15,57556.75
294,16,117226.5
65,18,61592.07
102,19,194225.7
57,15,37808.64
295,13,44180.91
130,17,38933.34
138,10,24939.38
251,17,2180.781
197,18,142214.3
319,17,39869.04
284,14,115643.8
130,15,44390.44
130,13,64172.29
349,12,22383.74
260,16,64926.73
353,17,92573.23
347,13,50349.34
341,16,50142.74
249,13,53890.34
146,15,93961.27
60,15,72436.3
20,13,50116.87
249,15,49962.13
71,17,83894.09
180,13,57498.08
249,12,36538.75
17,16,65439.86
30,18,69997.33
86,12,40045.06
249,16,62364.11
132,11,67201.52
147,15,45486.34
294,13,46479.51
112,15,27075.29
103,18,92931.79
183,17,82727.76
343,15,96820.38
114,16,20760.5
356,13,47403.07
91,10,41679.26
29,19,87213.32
37,20,121154.8
43,15,61861.23
140,15,38228.45
292,13,35029.73
90,11,28807.02
18,19,104601.6
233,16,70074.53
339,13,37854.84
144,13,72636.23
120,13,78557.26
192,10,25104.08
28,18,105954
16,16,88736.64
232,15,90314.52
111,13,0
40,14,98177.65
267,17,80496.61
233,16,107527.2
185,13,68467.78
24,19,75781.34
24,18,84811.43
210,15,59999.05
59,19,89996.23
236,12,42187.31
178,17,110038.1
48,19,46023.59
50,19,87076.59
35,15,81185.98
154,12,0
3,18,64334.78
322,16,124096.6
124,17,86202.08
6,18,132996.1
141,18,54374.74
78,18,115151.3
123,12,50678.48
365,17,74934.63
150,14,39222.97
29,17,74707.31
282,12,16273.29
276,17,114577.1
79,19,88805.47
69,14,59134.86
35,18,60314.86
207,13,47694.77
257,15,88102.01
304,13,36534.23
137,18,85454.71
149,15,55234.88
86,18,91392.6
129,17,0
165,15,51813.58
267,16,44128.86
209,15,72359.09
162,12,67787.78
297,12,28948.23
49,17,41192.13
358,13,51411.17
299,13,88855.25
119,12,54087.36
313,14,31124.39
287,14,58594.39
125,16,58230.55
173,15,80137.11
282,14,42697.54
248,14,84921.85
340,14,87238.7
330,15,52295.42
26,18,83736.07
360,12,48237.88
241,12,8885.374
112,12,50166.3
15,19,114283.8
298,15,44220.59
319,16,110413.1
142,13,63842.42
302,14,73070.57
331,17,28860.85
323,17,116071.7
298,13,35141.25
279,12,53175.29
18,17,94170.94
111,18,58705.21
346,16,105627.8
294,17,59099.33
151,11,28461.99
209,15,50325.07
324,13,52905.72
165,16,120974
20,19,100847.3
325,17,140581.5
281,14,52360.32
330,10,23555.48
327,17,111019.3
137,12,46222.15
224,12,56519.72
120,12,46216.95
183,17,88522.46
14,20,136960
98,15,71018.73
182,16,79529.89
297,15,73912.48
147,14,50236.16
340,16,41679.16
256,15,57241.54
102,16,76168.84
75,16,51890.93
113,13,58285.64
93,14,47252.95
283,16,76230.07
116,12,58440.8
124,17,13888.56
248,13,57318.39
345,15,106380.1
67,14,39550.68
314,12,41252.31
157,17,73442.92
255,14,35168.2
46,11,11297.33
30,17,129653.5
137,14,57709.43
34,18,101394.8
307,14,931.226
85,17,35698.87
273,19,102566.3
304,13,30088.26
365,14,24956.34
153,11,68608.84
176,15,81228.84
257,16,25634.15
129,15,97072.25
321,13,79043.93
235,14,80527.42
102,13,21477.57
290,15,123874.3
240,19,129759.9
323,13,20987.24
235,16,90484.67
266,13,78120.06
170,14,40223.25
273,16,76940.03
276,13,65882.88
182,11,57121.4
60,18,54590.78
299,16,57116
102,17,83617.6
217,14,52292.23
247,14,69927.45
282,14,42580.92
161,19,63634.19
211,13,35015.57
233,16,120.3072
250,14,79866.11
203,15,52275.07
336,15,69825.98
234,16,61887.99
168,16,53226.77
178,15,124797.5
237,15,46208.34
160,12,32753.09
337,15,95395.36
132,11,97155.27
139,18,126461
204,11,35212.23
285,13,51616.04
230,13,56427.88
19,18,52942.09
226,12,86609.07
83,15,69731.26
17,21,67616.79
298,16,85669.27
278,16,60469.73
120,17,64639.88
51,15,41021.59
49,16,98770
156,14,0
158,16,36564.33
279,15,40255.65
257,12,33976.88
251,11,61541.3
252,14,34643.59
71,20,85188.07
230,13,23882.89
243,15,36261.85
190,9,7053.585
139,13,105015.3
299,13,102822.5
178,14,29764.65
136,12,41557.26
61,18,64751.21
225,15,26487.2
192,14,146097.9
298,13,31144.02
183,16,70266.44
189,16,51272.41
328,15,40263.52
336,14,71074.51
53,15,73261.09
9,19,49271.34
98,17,23186.2
8,18,38625.11
158,15,76486.52
238,16,70286.36
219,14,27172.14
39,17,103429
332,13,20594.67
5,16,81484.33
329,13,33149.02
334,13,36162.74
5,17,71408.59
29,15,47278.71
355,14,67816.7
250,11,42198
282,15,34856.7
115,14,73544.45
288,13,31708.62
361,12,19666.32
163,16,98973.14
117,14,63888.84
27,19,59013.82
292,13,54788.92
347,13,54153.42
4,19,71556.27
279,13,61448.01
336,11,18129.78
261,15,43047.89
9,19,54382.54
283,14,71594.9
325,18,102668.2
231,12,45646.57
50,18,116798.6
148,14,97093.69
193,16,96759.13
51,15,46059.68
323,11,53191.17
311,13,56857.86
243,14,64734.51
37,17,40109.37
124,17,58201.58
349,16,52581.24
83,12,59578.62
37,17,99382.61
359,11,35468.27
16,15,88906.49
254,14,90489.27
147,15,166138.5
145,15,76875.59
16,14,50223.59
55,18,92145.77
48,16,46475.39
57,15,21786.11
247,14,79278.19
316,14,55515.88
142,19,102482.4
73,19,102811.3
202,14,40108.7
153,16,70250.11
60,14,97073.63
90,15,53124.41
341,19,133250
47,17,69091.77
270,12,34331.76
163,14,28278.96
159,15,92206.18
33,18,87977.27
218,15,55977.23
365,14,89150.42
340,18,83558.16
97,17,106792.6
316,15,4120.771
276,18,42220.75
200,14,72263.45
190,14,68056.41
81,15,66122.97
322,16,72540.35
260,14,69451.61
156,14,11313.78
155,18,132225.9
35,17,64139.99
330,14,46946.54
175,13,71848.66
150,12,51742.98
9,15,61141.73
236,13,41846.25
25,19,81242.8
266,14,36600.43
310,16,41231.36
270,11,47929.51
291,14,46786.23
73,16,58098.15
19,15,63748.23
313,15,30791.89
187,13,36418.14
22,15,16123.51
214,13,29871.55
241,15,58852.82
206,12,48277.29
334,17,44534.73
151,15,79634.17
256,14,60148.15
158,12,30257.34
46,20,116697.5
320,14,124257.3
324,11,40932.52
316,13,43502.14
81,16,83848.82
309,14,94744.36
359,13,85955.87
209,16,61553.42
128,17,113862.1
34,17,102065.1
131,13,61789.75
172,13,52531.35
218,14,56242.38
98,14,17646.17
260,10,5524.281
168,14,22016.08
96,13,60453.46
196,16,72910.16
176,18,132541.9
48,16,56809.65
89,11,51212
259,13,31788.14
195,13,41756.53
336,18,114718
204,17,83913.94
24,16,49294
163,16,26255.43
264,15,61632.51
79,18,65184.91
364,14,54500.73
245,13,73253.13
14,15,62830.53
172,14,45971.94
268,13,27278.6
257,15,19146.4
225,17,101422.1
173,11,36129.72
354,13,48427.75
333,16,39602.11
31,17,88744.64
67,14,22185.12
191,18,65807.11
333,16,63818.52
329,17,64796.71
5,16,78912.55
263,15,83072.11
146,18,46268.87
194,18,112566
52,16,68325.09
60,17,49943.16
344,15,75157.67
129,14,66834.82
197,13,68968.81
264,16,107674.4
87,14,53423.88
353,16,48653.07
291,13,76547.16
259,15,83233.3
114,17,51774.51
147,10,32897
28,17,80688.92
186,15,39168.1
107,11,45930.29
347,14,62523.26
259,18,93450.98
224,13,97859.45
223,11,48869.79
304,16,73779.68
220,13,48830.86
213,14,41768.62
281,14,99607.27
284,14,40280.93
84,16,94133.38
40,14,64459.67
271,17,78203.8
47,17,114074.2
318,12,36207.27
189,10,28752.44
10,18,30885.99
351,13,59059.73
25,15,85949.31
358,12,52797.14
170,12,28124.81
269,15,29125.96
61,16,47661.29
61,13,52772.57
24,16,79355.42
272,9,0
240,15,85571.88
29,19,14125.9
164,13,105433.6
280,16,56909.38
67,20,127756.6
361,15,37616.59
261,15,81585.54
265,16,107429
337,12,43868.95
86,11,63020.28
122,14,82368.22
151,14,52473.16
95,17,86585.77
272,13,36168.06
230,19,121910.8
122,11,39137.55
297,14,50569.56
363,15,60203.39
211,18,104319.6
70,19,78426.81
69,17,73805.31
263,17,67038.19
301,19,29077.45
100,14,25203.88
100,10,23429.87
216,15,52529.97
51,15,75721.87
149,12,18242.85
200,14,87363.09
308,12,46438.01
24,18,101554.3
36,14,8039.999
216,16,59121.25
284,11,25801.48
316,12,0
264,15,74815.63
169,13,75713.94
356,14,71605.73
328,11,16048.63
194,11,50010.61
126,15,99412.69
222,17,111054.8
294,14,24854.5
194,14,105586
352,11,51211.03
116,16,74565.55
106,16,52889.51
112,11,50691.3
124,12,23717.19
230,15,53239.98
325,11,54200.11
43,16,60026.46
116,15,33464.75
63,16,48941.18
269,10,43394.04
173,10,38092.01
21,17,25929.09
332,13,42069.11
149,17,13813.24
163,13,17544.77
66,14,29062.01
343,12,86020.46
91,16,62196.67
171,11,2861.828
4,14,43137.39
106,15,93561.9
334,17,69794.61
176,12,25656.87
318,13,65485.39
71,18,104267.8
161,16,64932.98
99,15,98886.33
223,15,10500.05
210,16,86014.38
44,15,66121.77
331,15,48954.13
201,16,52065.04
130,14,34710.48
289,16,87991.27
108,18,111756.8
363,14,41774.71
239,12,65700.01
48,16,50926.4
205,15,88020.26
265,15,81231.77
189,15,37704.73
365,14,45077.73
248,15,58911.68
235,14,37536.84
229,12,57002.31
361,16,65278.23
116,16,68893.18
60,19,97059.01
147,12,71048.93
256,13,38009.33
63,16,59989.41
165,13,60175.35
163,16,83401.83
182,16,67787.48
110,17,77879.45
58,18,61576.16
336,12,65954.61
54,14,13158.02
102,17,88528.11
16,19,113983.9
352,14,52665.92
341,15,36503.19
272,16,78984.02
229,17,146844.2
194,15,54520.91
249,17,39777.73
345,18,106101
20,16,63788.91
173,13,22402.91
98,15,64644.36
82,15,30132.94
232,14,77480.84
148,14,15838.54
31,17,56653.72
59,20,95477.02
227,13,61138.43
352,16,119786.7
67,18,74093.52
132,18,46351.98
240,14,65823.06
301,14,72733.97
162,18,44810.36
234,13,20894.94
362,12,25896.85
334,16,45129.16
313,10,34791.82
100,10,48276.61
170,13,49628.86
63,17,45444.34
278,16,98808.3
226,16,69844.41
232,9,16327.58
297,12,52985.58
121,13,85542.18
146,17,70158.29
45,15,76606.47
331,15,35804.5
357,18,86408.79
38,15,49146.13
25,15,45161.54
303,14,115484.8
301,14,41760.1
298,13,46090.45
181,14,71697.59
285,13,40056.51
141,16,44168.55
237,14,69348.02
96,13,68213.52
303,16,56986.56
322,14,51813.74
177,13,11326.8
43,15,81667.16
32,15,35093.5
135,19,117384
180,18,104541.3
222,18,87000.36
273,11,49515.98
129,13,90082.9
221,12,51630.65
237,13,87302.68
224,14,74832.02
85,15,101705.9
117,17,93617.15
108,13,41130.75
80,18,34155.29
148,16,119138.3
235,16,43955.19
272,12,29747.07
114,15,69459.34
88,16,26148.02
352,14,51881.54
299,16,64058.2
129,11,21041.17
323,12,58602.55
197,16,69797.71
20,17,81856.68
283,15,45267.2
136,15,75603.84
127,14,72132.14
24,12,29239
199,12,54497.54
5,17,46343.59
26,15,64681.62
136,16,120848.4
297,10,44170.11
56,14,31588.35
84,13,17419.35
277,12,34407.69
85,15,55302.98
311,12,41885
216,16,61632.86
225,15,120287
43,20,129314.6
340,13,18066.88
38,16,80805.81
265,13,65385.28
323,17,107041.3
72,15,66006.29
90,14,52611.3
80,16,100914.2
281,15,72942.66
95,12,47689.73
57,17,68790.45
119,14,71362.66
272,10,28925.92
29,18,107788.6
243,11,30462.65
255,14,26259.29
35,21,81361.63
177,15,109252.7
112,13,61990.11
345,13,64166.77
207,15,59709.88
1,20,65587.8
301,16,61035.48
354,16,77998.61
307,12,39769.16
18,14,43340.08
98,18,93412.41
73,18,57559
118,14,53694.09
220,15,87749.95
37,14,47591.51
111,15,103845.4
167,15,31769.01
209,17,67964.83
278,14,102815.6
106,13,43186.66
311,19,73033.31
333,13,79610.09
47,18,126731.3
68,15,26562.77
17,14,45961.72
244,11,49722.7
257,18,143991.6
227,16,22972.79
165,14,84374.73
117,12,53106.98
217,18,61932.23
284,15,25449.38
71,14,28031.3
140,15,70751.78
8,16,31755.42
210,16,49500.17
50,18,117562.9
167,15,60437.76
269,12,50901.27
184,17,110080.4
89,16,62866.87
5,17,94020.57
183,14,45069.57
231,14,113095.7
8,15,35855
189,13,42102.32
115,15,103904.5
169,12,48704.79
242,16,53909.6
351,15,89236.34
22,17,56932.56
119,13,61140.76
345,16,105130.9
74,16,105707.8
333,12,34179.96
314,17,25777.41
273,10,25267.49
217,15,27384.27
61,14,80331.91
265,14,1900.029
300,15,51175.13
23,17,80628.56
198,16,45052.73
155,10,26489.98
74,16,69448.94
232,15,75400.21
338,14,55051.8
67,12,62541.14
182,14,36463.32
291,15,41031.57
275,17,81795.84
6,16,21605.87
184,16,31242.02
219,15,104954.9
54,20,62534.06
122,18,79996.5
135,12,61482.74
103,13,42650.55
19,18,92100.7
2,14,26743.36
295,11,56073.25
177,12,55497.9
47,13,61569.8
53,20,89961.53
46,15,97977.41
303,13,0
275,14,81152.81
151,14,85875.33
269,17,132353.7
48,17,93172.83
277,15,18702.12
8,13,47231.66
352,13,43330.67
41,16,75283.75
60,18,78697.05
364,12,38435.18
183,14,49929.28
103,14,90773.31
261,17,113009.9
252,13,53790.54
294,17,44481.28
82,15,93438.5
30,16,108549.3
305,12,51161.68
335,12,47841.71
8,16,76542.05
77,17,106053.9
103,13,44703.64
46,18,10578.26
285,12,64750.37
22,16,63609.76
267,12,2871.594
329,14,41253.73
25,12,19441.74
333,12,27296.78
251,12,16970.31
142,11,37157.02
87,15,61307.98
359,12,46425.61
164,14,55811
178,13,78615.58
18,19,73249.66
151,17,78624.1
123,13,30635.62
246,17,45554.81
174,11,61269.14
363,17,82908
154,11,85049.99
348,13,37305.43
180,10,29753.72
264,16,59164.76
61,16,93983.86
309,16,119810.9
315,16,64701.7
286,15,62813.55
80,18,49243.61
85,12,25707.44
124,19,54432.93
278,16,102826.2
109,13,57659.92
300,13,0
286,15,25136.2
363,12,45230.64
332,17,46796.78
230,11,35320.83
336,16,120152
4,13,0
271,16,33812.15
262,17,86644.79
201,16,54659.01
237,15,54922.98
4,16,61927.88
143,16,31209.99
20,18,74884.23
309,15,64967.7
157,12,36169.29
79,16,61702.62
82,15,88035.68
334,15,58781.72
164,18,118306.9
180,16,57664.75
277,13,42272.93
257,15,15736.47
202,14,34530.51
250,15,53742.49
54,19,43659.31
327,16,32240.24
134,14,38053.04
218,13,52285.24
312,14,20923.28
177,16,104385.5
132,17,72217.09
203,11,46042.23
159,13,43731.94
126,13,58424.52
203,14,102669.3
328,18,58402.54
35,15,78060.52
7,18,125914.7
228,13,60663.03
131,11,63038.07
47,21,151715.6
267,11,25432.59
245,12,69176.13
292,17,78165.56
168,15,85857.41
244,17,81640.93
85,13,48282.09
218,12,23564.63
328,13,19867.18
238,13,54310.04
212,16,102151.5
99,16,31861.65
25,19,101131.8
71,17,35660.68
260,13,42790.27
129,14,21346.59
261,11,32673.96
24,19,24340.99
344,13,65942.66
271,15,73299.4
195,15,80538.19
355,16,110839.8
110,17,40308.5
180,17,86224.91
268,13,28003.75
301,16,58393.42
235,14,82089.88
101,15,61264.07
332,15,41401.72
229,15,112621.1
70,16,33519.89
209,11,36625.29
131,15,19979.83
110,16,89497.79
298,16,59766.77
40,14,29137.47
56,17,100665.4
25,19,139473.4
134,14,0
38,16,71381.48
152,16,84603.48
54,14,48684.66
360,12,5577.754
120,14,67075.48
2,14,81668.92
221,13,49026.53
137,16,62211.42
259,14,93737.28
85,18,124721.6
139,15,20626.83
233,14,39734.75
114,13,47940.13
227,13,69138.84
119,13,43350.54
52,17,30054.53
268,15,64833.94
46,16,49091.64
92,14,53494.14
301,17,62130.87
281,15,71531.82
3,20,127604.3
4,18,12625.77
246,15,64670.52
289,15,65549.2
55,17,74331.36
138,13,52576.44
283,16,60298.3
133,17,97197.53
37,16,84551.68
37,19,103446.7
257,18,58760.86
6,16,96465.94
75,14,59681.53
176,17,64130.59
167,18,47820.57
166,18,106914
211,14,47833.58
337,13,48414.56
180,18,111518.3
326,15,80871.74
96,15,0
18,15,46813.88
207,15,67255.91
320,13,84738.32
104,13,82034.11
245,13,61382.77
363,15,68939.84
216,14,44133.27
158,15,32116.18
81,14,62935.84
7,16,15452.33
12,21,109649.7
337,18,113459.3
225,14,64079.98
54,18,84733.64
238,17,37574.96
99,13,41738.41
230,12,28094.96
234,13,0
223,14,33454.22
356,14,27733.94
39,17,59818.68
17,17,37650.25
240,14,10928.62
274,17,60438.47
131,13,52980.64
361,15,51021.29
184,11,36475.5
87,14,115422.2
93,15,32922.19
242,15,41803.52
241,16,93247.88
16,15,43252.7
271,16,78539.15
174,17,55418.98
45,18,100902.8
206,16,112289.1
331,15,53060.84
67,16,73091.09
12,17,63308.98
357,16,81908.55
27,16,61870.46
162,14,47430.95
232,11,33481.29
128,12,25550.39
187,14,62166.35
237,16,47508.9
2,18,36764.77
66,16,47473.43
68,15,69821.05
83,13,55784.08
245,15,72713.48
351,13,24264.7
237,11,22836.17
240,15,132167.5
182,10,8414.851
7,15,39724.97
292,16,54407.83
2,16,72601.71
276,11,18232.67
343,17,99000.49
266,15,31042.15
315,13,45877.98
321,16,47849.31
21,16,23676.45
219,13,49288.02
306,17,111470.3
256,12,26194.6
270,14,64974.61
177,18,118334.8
116,17,133928.8
127,16,66460.73
153,14,49888.2
12,13,65601.2
272,11,25422.25
280,17,73997.1
191,17,48730.24
29,12,50276.6
17,17,82775.45
148,14,62500.29
153,17,64234.77
256,15,117844.2
95,11,40704.86
257,12,57143.33
54,18,51044.08
100,13,49468.83
104,13,67249.95
182,17,117468.3
346,12,26413.42
362,18,73735.06
14,16,20625.03
329,16,91643.61
273,14,68683.06
353,13,67746.3
242,14,57111.86
262,16,66266.13
127,14,57979.36
244,14,48908.89
341,14,47799.74
53,14,84657.84
114,15,12827.59
132,15,44079.69
293,14,37265.19
321,15,92595.58
60,16,43606.8
28,17,61667.83
274,13,73294.14
181,15,31432.19
110,14,69208.27
54,17,86973.68
320,16,59329.06
95,13,42972.33
38,16,78865.37
327,18,85713.02
306,12,59658.29
303,16,73642.95
135,16,96970.23
295,15,63727.21
184,12,59130.81
69,18,75634.47
357,15,110580.7
336,15,40904.91
248,14,64864.73
118,16,50736.32
307,14,57132.3
196,17,66037.02
337,17,80206.52
267,11,26319.65
345,14,53292.66
254,15,95116.41
129,11,65696.48
284,17,49870.63
271,13,61468.51
283,11,41673.19
305,13,61374.91
33,19,9971.746
244,14,32453.77
48,17,64179.16
179,16,60551.11
198,13,52300.74
326,13,56347.26
311,12,46110.7
73,14,53469.34
362,16,56437.86
256,14,67931.97
249,17,64937.09
354,15,60179.94
275,14,45145.52
263,10,33328.99
130,14,63243.61
291,15,80999.98
148,16,66690.54
284,10,43805.27
