studyno,treat_ad,cluster,name_recall,positive_impression
2,0,"Study 2, Cluster Number 343",1,1
2,0,"Study 2, Cluster Number 343",1,0
2,0,"Study 2, Cluster Number 343",1,0
2,0,"Study 2, Cluster Number 343",0,0
2,1,"Study 2, Cluster Number 344",1,1
2,1,"Study 2, Cluster Number 344",1,1
2,1,"Study 2, Cluster Number 345",0,0
2,1,"Study 2, Cluster Number 345",1,1
2,1,"Study 2, Cluster Number 345",1,1
2,1,"Study 2, Cluster Number 345",1,1
2,0,"Study 2, Cluster Number 346",1,1
2,0,"Study 2, Cluster Number 346",0,0
2,1,"Study 2, Cluster Number 347",1,1
2,1,"Study 2, Cluster Number 347",0,0
2,1,"Study 2, Cluster Number 347",0,0
2,0,"Study 2, Cluster Number 348",1,0
2,0,"Study 2, Cluster Number 348",1,0
2,0,"Study 2, Cluster Number 348",1,1
2,0,"Study 2, Cluster Number 348",0,0
2,0,"Study 2, Cluster Number 348",0,0
2,0,"Study 2, Cluster Number 348",0,0
2,0,"Study 2, Cluster Number 348",1,0
2,0,"Study 2, Cluster Number 348",1,1
2,0,"Study 2, Cluster Number 348",1,0
2,0,"Study 2, Cluster Number 348",1,1
2,0,"Study 2, Cluster Number 348",0,0
2,0,"Study 2, Cluster Number 349",0,0
2,0,"Study 2, Cluster Number 350",1,0
2,0,"Study 2, Cluster Number 351",1,0
2,0,"Study 2, Cluster Number 351",0,0
2,0,"Study 2, Cluster Number 351",1,1
2,0,"Study 2, Cluster Number 351",1,0
2,0,"Study 2, Cluster Number 352",1,0
2,0,"Study 2, Cluster Number 353",1,0
2,0,"Study 2, Cluster Number 355",1,1
2,1,"Study 2, Cluster Number 356",1,1
2,1,"Study 2, Cluster Number 356",1,0
2,1,"Study 2, Cluster Number 356",1,0
2,1,"Study 2, Cluster Number 356",1,1
2,1,"Study 2, Cluster Number 356",1,1
2,1,"Study 2, Cluster Number 356",0,0
2,1,"Study 2, Cluster Number 356",1,1
2,0,"Study 2, Cluster Number 357",0,0
2,0,"Study 2, Cluster Number 358",1,1
2,1,"Study 2, Cluster Number 359",1,1
2,1,"Study 2, Cluster Number 359",1,0
2,1,"Study 2, Cluster Number 359",1,1
2,1,"Study 2, Cluster Number 359",1,0
2,1,"Study 2, Cluster Number 359",1,0
2,0,"Study 2, Cluster Number 360",1,1
2,0,"Study 2, Cluster Number 360",0,0
2,0,"Study 2, Cluster Number 361",1,1
2,0,"Study 2, Cluster Number 361",0,0
2,0,"Study 2, Cluster Number 361",0,0
2,0,"Study 2, Cluster Number 362",1,1
2,0,"Study 2, Cluster Number 362",1,1
2,0,"Study 2, Cluster Number 363",0,0
2,0,"Study 2, Cluster Number 363",0,0
2,0,"Study 2, Cluster Number 363",1,1
2,0,"Study 2, Cluster Number 363",0,0
2,0,"Study 2, Cluster Number 363",1,0
2,0,"Study 2, Cluster Number 363",1,0
2,0,"Study 2, Cluster Number 364",0,0
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",0,0
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,0
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,1
2,0,"Study 2, Cluster Number 364",1,1
2,1,"Study 2, Cluster Number 366",1,1
2,0,"Study 2, Cluster Number 367",1,0
2,0,"Study 2, Cluster Number 367",1,0
2,0,"Study 2, Cluster Number 367",1,0
2,0,"Study 2, Cluster Number 367",1,1
2,0,"Study 2, Cluster Number 367",1,1
2,0,"Study 2, Cluster Number 367",0,0
2,0,"Study 2, Cluster Number 367",1,0
2,1,"Study 2, Cluster Number 368",0,0
2,0,"Study 2, Cluster Number 369",1,0
2,1,"Study 2, Cluster Number 370",1,1
2,1,"Study 2, Cluster Number 370",0,0
2,1,"Study 2, Cluster Number 371",0,0
2,1,"Study 2, Cluster Number 371",1,1
2,1,"Study 2, Cluster Number 371",0,0
2,0,"Study 2, Cluster Number 372",1,0
2,0,"Study 2, Cluster Number 372",1,0
2,0,"Study 2, Cluster Number 372",1,1
2,0,"Study 2, Cluster Number 372",0,0
2,0,"Study 2, Cluster Number 373",0,0
2,0,"Study 2, Cluster Number 374",1,0
2,0,"Study 2, Cluster Number 374",1,0
2,0,"Study 2, Cluster Number 374",0,0
2,0,"Study 2, Cluster Number 374",1,0
2,0,"Study 2, Cluster Number 374",0,0
2,0,"Study 2, Cluster Number 374",0,0
2,0,"Study 2, Cluster Number 374",,
2,0,"Study 2, Cluster Number 374",1,0
2,0,"Study 2, Cluster Number 374",1,1
2,1,"Study 2, Cluster Number 375",1,1
2,1,"Study 2, Cluster Number 375",1,0
2,0,"Study 2, Cluster Number 376",0,0
2,0,"Study 2, Cluster Number 376",1,1
2,0,"Study 2, Cluster Number 377",1,1
2,0,"Study 2, Cluster Number 377",0,0
2,0,"Study 2, Cluster Number 377",1,0
2,1,"Study 2, Cluster Number 378",0,0
2,1,"Study 2, Cluster Number 378",0,0
2,0,"Study 2, Cluster Number 379",1,1
2,0,"Study 2, Cluster Number 379",1,1
2,0,"Study 2, Cluster Number 379",1,1
2,0,"Study 2, Cluster Number 379",1,0
2,0,"Study 2, Cluster Number 379",0,0
2,0,"Study 2, Cluster Number 379",1,1
2,0,"Study 2, Cluster Number 379",1,1
2,0,"Study 2, Cluster Number 379",0,0
2,0,"Study 2, Cluster Number 380",0,0
2,0,"Study 2, Cluster Number 381",1,1
2,0,"Study 2, Cluster Number 381",1,1
2,0,"Study 2, Cluster Number 381",0,0
2,1,"Study 2, Cluster Number 382",1,1
2,1,"Study 2, Cluster Number 382",1,1
2,1,"Study 2, Cluster Number 382",0,0
2,1,"Study 2, Cluster Number 382",1,0
2,1,"Study 2, Cluster Number 382",1,0
2,1,"Study 2, Cluster Number 382",1,0
2,1,"Study 2, Cluster Number 382",1,0
2,1,"Study 2, Cluster Number 382",0,0
2,0,"Study 2, Cluster Number 383",1,1
2,0,"Study 2, Cluster Number 383",1,1
2,0,"Study 2, Cluster Number 383",1,1
2,0,"Study 2, Cluster Number 385",1,1
2,0,"Study 2, Cluster Number 386",1,1
2,0,"Study 2, Cluster Number 386",0,0
2,1,"Study 2, Cluster Number 387",1,1
2,1,"Study 2, Cluster Number 387",1,0
2,1,"Study 2, Cluster Number 387",0,0
2,1,"Study 2, Cluster Number 387",0,0
2,0,"Study 2, Cluster Number 389",1,1
2,0,"Study 2, Cluster Number 389",1,0
2,0,"Study 2, Cluster Number 389",1,0
2,0,"Study 2, Cluster Number 389",1,1
2,0,"Study 2, Cluster Number 389",1,1
2,0,"Study 2, Cluster Number 389",0,0
2,0,"Study 2, Cluster Number 389",1,1
2,0,"Study 2, Cluster Number 390",0,0
2,0,"Study 2, Cluster Number 390",1,0
2,0,"Study 2, Cluster Number 391",1,1
2,0,"Study 2, Cluster Number 391",0,0
2,0,"Study 2, Cluster Number 391",0,0
2,0,"Study 2, Cluster Number 392",0,0
2,0,"Study 2, Cluster Number 392",0,0
2,0,"Study 2, Cluster Number 393",0,0
2,0,"Study 2, Cluster Number 393",0,0
2,0,"Study 2, Cluster Number 393",0,0
2,0,"Study 2, Cluster Number 393",1,1
2,0,"Study 2, Cluster Number 393",1,1
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",1,0
2,0,"Study 2, Cluster Number 394",0,0
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",1,0
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",0,0
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",0,0
2,0,"Study 2, Cluster Number 394",0,0
2,0,"Study 2, Cluster Number 394",0,0
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 394",1,1
2,0,"Study 2, Cluster Number 396",1,1
2,1,"Study 2, Cluster Number 397",1,0
2,1,"Study 2, Cluster Number 397",1,0
2,1,"Study 2, Cluster Number 397",0,0
2,1,"Study 2, Cluster Number 397",0,0
2,1,"Study 2, Cluster Number 397",1,1
2,1,"Study 2, Cluster Number 397",1,0
2,1,"Study 2, Cluster Number 397",0,0
2,0,"Study 2, Cluster Number 398",1,1
2,0,"Study 2, Cluster Number 398",1,0
2,0,"Study 2, Cluster Number 400",0,0
2,0,"Study 2, Cluster Number 400",0,0
2,0,"Study 2, Cluster Number 400",0,0
2,0,"Study 2, Cluster Number 400",0,0
2,0,"Study 2, Cluster Number 401",0,0
2,0,"Study 2, Cluster Number 401",0,0
2,0,"Study 2, Cluster Number 401",1,1
2,0,"Study 2, Cluster Number 401",0,0
2,0,"Study 2, Cluster Number 402",1,0
2,0,"Study 2, Cluster Number 402",1,1
2,0,"Study 2, Cluster Number 402",1,1
2,0,"Study 2, Cluster Number 402",0,0
2,0,"Study 2, Cluster Number 402",1,1
2,0,"Study 2, Cluster Number 402",1,1
2,0,"Study 2, Cluster Number 402",1,1
2,0,"Study 2, Cluster Number 402",1,0
2,0,"Study 2, Cluster Number 405",0,0
2,0,"Study 2, Cluster Number 405",0,0
2,0,"Study 2, Cluster Number 405",0,0
2,0,"Study 2, Cluster Number 405",1,1
2,0,"Study 2, Cluster Number 405",1,1
2,0,"Study 2, Cluster Number 406",0,0
2,0,"Study 2, Cluster Number 406",1,0
2,0,"Study 2, Cluster Number 406",1,1
2,0,"Study 2, Cluster Number 406",1,0
2,0,"Study 2, Cluster Number 407",1,1
2,0,"Study 2, Cluster Number 407",0,0
2,0,"Study 2, Cluster Number 407",1,1
2,0,"Study 2, Cluster Number 408",1,1
2,0,"Study 2, Cluster Number 408",0,0
2,0,"Study 2, Cluster Number 408",0,0
2,0,"Study 2, Cluster Number 408",1,1
2,0,"Study 2, Cluster Number 409",1,1
2,0,"Study 2, Cluster Number 409",0,0
2,0,"Study 2, Cluster Number 409",0,0
2,0,"Study 2, Cluster Number 409",1,1
2,0,"Study 2, Cluster Number 409",1,0
2,0,"Study 2, Cluster Number 410",0,0
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",1,0
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",0,0
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",1,0
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 410",0,0
2,0,"Study 2, Cluster Number 410",0,0
2,0,"Study 2, Cluster Number 410",1,1
2,0,"Study 2, Cluster Number 411",0,0
2,0,"Study 2, Cluster Number 411",0,0
2,0,"Study 2, Cluster Number 412",1,0
2,0,"Study 2, Cluster Number 412",0,0
2,0,"Study 2, Cluster Number 412",0,0
2,0,"Study 2, Cluster Number 412",1,0
2,0,"Study 2, Cluster Number 412",1,1
2,0,"Study 2, Cluster Number 412",1,1
2,0,"Study 2, Cluster Number 412",1,0
2,1,"Study 2, Cluster Number 414",1,1
2,0,"Study 2, Cluster Number 415",1,0
2,0,"Study 2, Cluster Number 415",1,0
2,0,"Study 2, Cluster Number 415",1,0
2,0,"Study 2, Cluster Number 416",1,0
2,0,"Study 2, Cluster Number 416",0,0
2,0,"Study 2, Cluster Number 417",0,0
2,0,"Study 2, Cluster Number 417",0,0
2,0,"Study 2, Cluster Number 417",1,0
2,0,"Study 2, Cluster Number 417",1,1
2,0,"Study 2, Cluster Number 417",0,0
2,0,"Study 2, Cluster Number 417",0,0
2,0,"Study 2, Cluster Number 417",1,1
2,0,"Study 2, Cluster Number 417",1,1
2,0,"Study 2, Cluster Number 417",1,0
2,0,"Study 2, Cluster Number 418",0,0
2,0,"Study 2, Cluster Number 420",1,1
2,0,"Study 2, Cluster Number 420",1,0
2,0,"Study 2, Cluster Number 420",1,1
2,0,"Study 2, Cluster Number 420",1,0
2,0,"Study 2, Cluster Number 420",1,1
2,0,"Study 2, Cluster Number 420",1,1
2,0,"Study 2, Cluster Number 421",1,1
2,0,"Study 2, Cluster Number 421",0,0
2,0,"Study 2, Cluster Number 422",1,0
2,1,"Study 2, Cluster Number 423",1,1
2,1,"Study 2, Cluster Number 423",1,1
2,1,"Study 2, Cluster Number 423",0,0
2,0,"Study 2, Cluster Number 424",1,1
2,0,"Study 2, Cluster Number 424",1,1
2,0,"Study 2, Cluster Number 424",0,0
2,0,"Study 2, Cluster Number 424",0,0
2,1,"Study 2, Cluster Number 425",1,0
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",1,0
2,1,"Study 2, Cluster Number 425",1,0
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",0,0
2,1,"Study 2, Cluster Number 425",1,0
2,1,"Study 2, Cluster Number 425",1,1
2,1,"Study 2, Cluster Number 425",1,1
2,0,"Study 2, Cluster Number 426",0,0
2,0,"Study 2, Cluster Number 427",0,0
2,0,"Study 2, Cluster Number 428",1,0
2,0,"Study 2, Cluster Number 428",1,1
2,0,"Study 2, Cluster Number 428",1,1
2,0,"Study 2, Cluster Number 428",0,0
2,0,"Study 2, Cluster Number 428",1,1
2,0,"Study 2, Cluster Number 428",1,0
2,0,"Study 2, Cluster Number 429",0,0
2,0,"Study 2, Cluster Number 429",1,1
2,0,"Study 2, Cluster Number 429",0,0
2,0,"Study 2, Cluster Number 430",0,0
2,0,"Study 2, Cluster Number 432",1,0
2,0,"Study 2, Cluster Number 432",1,0
2,0,"Study 2, Cluster Number 432",1,1
2,0,"Study 2, Cluster Number 433",0,0
2,0,"Study 2, Cluster Number 433",0,0
2,0,"Study 2, Cluster Number 433",0,0
2,0,"Study 2, Cluster Number 433",1,1
2,0,"Study 2, Cluster Number 433",0,0
2,0,"Study 2, Cluster Number 433",1,1
2,0,"Study 2, Cluster Number 433",0,0
2,1,"Study 2, Cluster Number 434",0,0
2,0,"Study 2, Cluster Number 435",1,1
2,0,"Study 2, Cluster Number 435",1,0
2,0,"Study 2, Cluster Number 436",1,1
2,0,"Study 2, Cluster Number 436",1,1
2,0,"Study 2, Cluster Number 436",1,0
2,0,"Study 2, Cluster Number 436",1,1
2,0,"Study 2, Cluster Number 436",0,0
2,0,"Study 2, Cluster Number 436",0,0
2,0,"Study 2, Cluster Number 436",0,0
2,0,"Study 2, Cluster Number 436",1,1
2,0,"Study 2, Cluster Number 436",1,1
2,0,"Study 2, Cluster Number 437",0,0
2,0,"Study 2, Cluster Number 437",1,0
2,0,"Study 2, Cluster Number 437",1,1
2,0,"Study 2, Cluster Number 438",1,1
2,0,"Study 2, Cluster Number 438",0,0
2,0,"Study 2, Cluster Number 438",1,1
2,0,"Study 2, Cluster Number 438",0,0
2,0,"Study 2, Cluster Number 439",1,1
2,1,"Study 2, Cluster Number 440",0,0
2,1,"Study 2, Cluster Number 440",1,1
2,0,"Study 2, Cluster Number 441",1,1
2,0,"Study 2, Cluster Number 441",1,1
2,0,"Study 2, Cluster Number 441",0,0
2,0,"Study 2, Cluster Number 441",0,0
2,0,"Study 2, Cluster Number 441",1,1
2,0,"Study 2, Cluster Number 441",1,0
2,0,"Study 2, Cluster Number 441",1,1
2,0,"Study 2, Cluster Number 441",0,0
2,0,"Study 2, Cluster Number 442",0,0
2,0,"Study 2, Cluster Number 443",1,1
2,0,"Study 2, Cluster Number 444",1,1
2,0,"Study 2, Cluster Number 444",1,1
2,0,"Study 2, Cluster Number 444",1,1
2,0,"Study 2, Cluster Number 444",1,0
2,0,"Study 2, Cluster Number 447",1,1
2,0,"Study 2, Cluster Number 447",1,1
2,0,"Study 2, Cluster Number 447",0,0
2,0,"Study 2, Cluster Number 448",0,0
2,0,"Study 2, Cluster Number 449",1,1
2,0,"Study 2, Cluster Number 449",1,1
2,0,"Study 2, Cluster Number 449",1,0
2,0,"Study 2, Cluster Number 450",0,0
2,1,"Study 2, Cluster Number 451",1,1
2,1,"Study 2, Cluster Number 452",1,1
2,1,"Study 2, Cluster Number 452",1,1
2,1,"Study 2, Cluster Number 452",1,1
2,1,"Study 2, Cluster Number 452",1,1
2,1,"Study 2, Cluster Number 452",1,0
2,1,"Study 2, Cluster Number 452",1,1
2,1,"Study 2, Cluster Number 452",0,0
2,1,"Study 2, Cluster Number 452",1,0
2,1,"Study 2, Cluster Number 452",1,0
2,0,"Study 2, Cluster Number 453",1,1
2,0,"Study 2, Cluster Number 453",0,0
2,0,"Study 2, Cluster Number 453",0,0
2,0,"Study 2, Cluster Number 454",1,1
2,0,"Study 2, Cluster Number 454",1,1
2,0,"Study 2, Cluster Number 454",0,0
2,0,"Study 2, Cluster Number 455",0,0
2,0,"Study 2, Cluster Number 455",1,1
2,0,"Study 2, Cluster Number 455",1,1
2,0,"Study 2, Cluster Number 455",1,1
2,1,"Study 2, Cluster Number 456",1,1
2,1,"Study 2, Cluster Number 456",0,0
2,1,"Study 2, Cluster Number 456",1,1
2,1,"Study 2, Cluster Number 457",1,1
2,1,"Study 2, Cluster Number 457",1,0
2,1,"Study 2, Cluster Number 457",0,0
2,1,"Study 2, Cluster Number 457",0,0
2,1,"Study 2, Cluster Number 457",1,0
2,1,"Study 2, Cluster Number 457",0,0
2,1,"Study 2, Cluster Number 457",0,0
2,1,"Study 2, Cluster Number 457",0,0
2,1,"Study 2, Cluster Number 457",1,1
2,1,"Study 2, Cluster Number 457",1,1
2,1,"Study 2, Cluster Number 457",1,1
2,0,"Study 2, Cluster Number 458",0,0
2,0,"Study 2, Cluster Number 458",0,0
2,1,"Study 2, Cluster Number 460",1,0
2,1,"Study 2, Cluster Number 460",0,0
2,1,"Study 2, Cluster Number 460",1,0
2,1,"Study 2, Cluster Number 460",1,1
2,1,"Study 2, Cluster Number 460",1,1
2,0,"Study 2, Cluster Number 461",1,1
2,0,"Study 2, Cluster Number 462",0,0
2,0,"Study 2, Cluster Number 462",0,0
2,0,"Study 2, Cluster Number 464",1,0
2,0,"Study 2, Cluster Number 465",1,1
2,0,"Study 2, Cluster Number 465",1,1
2,0,"Study 2, Cluster Number 465",1,1
2,0,"Study 2, Cluster Number 465",0,0
2,0,"Study 2, Cluster Number 465",0,0
2,0,"Study 2, Cluster Number 465",1,1
2,0,"Study 2, Cluster Number 467",1,1
2,0,"Study 2, Cluster Number 467",1,0
2,0,"Study 2, Cluster Number 467",1,1
2,0,"Study 2, Cluster Number 467",1,0
2,0,"Study 2, Cluster Number 467",1,1
2,0,"Study 2, Cluster Number 467",1,1
2,0,"Study 2, Cluster Number 467",1,1
2,0,"Study 2, Cluster Number 467",1,0
2,0,"Study 2, Cluster Number 468",1,0
2,0,"Study 2, Cluster Number 468",0,0
2,0,"Study 2, Cluster Number 468",0,0
2,0,"Study 2, Cluster Number 468",0,0
2,0,"Study 2, Cluster Number 468",0,0
2,0,"Study 2, Cluster Number 469",0,0
2,0,"Study 2, Cluster Number 469",1,0
2,0,"Study 2, Cluster Number 470",1,0
2,0,"Study 2, Cluster Number 470",1,0
2,0,"Study 2, Cluster Number 470",1,0
2,0,"Study 2, Cluster Number 471",1,1
2,0,"Study 2, Cluster Number 471",1,1
2,0,"Study 2, Cluster Number 472",0,0
2,0,"Study 2, Cluster Number 472",1,0
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,0
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,0
2,0,"Study 2, Cluster Number 472",1,1
2,0,"Study 2, Cluster Number 472",1,0
2,0,"Study 2, Cluster Number 472",0,0
2,0,"Study 2, Cluster Number 474",1,1
2,0,"Study 2, Cluster Number 474",1,1
2,0,"Study 2, Cluster Number 475",1,0
2,0,"Study 2, Cluster Number 475",0,0
2,0,"Study 2, Cluster Number 477",0,0
2,0,"Study 2, Cluster Number 477",1,0
2,0,"Study 2, Cluster Number 478",1,1
2,0,"Study 2, Cluster Number 478",0,0
2,0,"Study 2, Cluster Number 478",1,0
2,1,"Study 2, Cluster Number 479",0,0
2,1,"Study 2, Cluster Number 479",0,0
2,1,"Study 2, Cluster Number 479",1,0
2,1,"Study 2, Cluster Number 479",0,0
2,0,"Study 2, Cluster Number 481",1,1
2,0,"Study 2, Cluster Number 481",1,1
2,0,"Study 2, Cluster Number 481",0,0
2,0,"Study 2, Cluster Number 481",0,0
2,0,"Study 2, Cluster Number 481",1,1
2,0,"Study 2, Cluster Number 481",0,0
2,0,"Study 2, Cluster Number 481",1,1
2,0,"Study 2, Cluster Number 481",1,0
2,0,"Study 2, Cluster Number 481",0,0
2,0,"Study 2, Cluster Number 481",1,1
2,0,"Study 2, Cluster Number 482",1,1
2,0,"Study 2, Cluster Number 482",1,0
2,0,"Study 2, Cluster Number 482",1,0
2,0,"Study 2, Cluster Number 482",1,1
2,0,"Study 2, Cluster Number 482",1,1
2,1,"Study 2, Cluster Number 483",0,0
2,1,"Study 2, Cluster Number 483",0,0
2,1,"Study 2, Cluster Number 483",0,0
2,0,"Study 2, Cluster Number 484",0,0
2,1,"Study 2, Cluster Number 485",1,1
2,1,"Study 2, Cluster Number 485",0,0
2,1,"Study 2, Cluster Number 485",1,1
2,1,"Study 2, Cluster Number 485",1,1
2,1,"Study 2, Cluster Number 485",0,0
2,1,"Study 2, Cluster Number 485",1,0
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,1
2,0,"Study 2, Cluster Number 486",1,0
2,0,"Study 2, Cluster Number 488",1,0
2,0,"Study 2, Cluster Number 488",1,0
2,0,"Study 2, Cluster Number 489",1,0
2,1,"Study 2, Cluster Number 490",1,0
2,1,"Study 2, Cluster Number 490",1,1
2,0,"Study 2, Cluster Number 491",0,0
2,0,"Study 2, Cluster Number 491",0,0
2,0,"Study 2, Cluster Number 491",1,0
2,0,"Study 2, Cluster Number 491",1,0
2,0,"Study 2, Cluster Number 492",1,0
2,1,"Study 2, Cluster Number 493",1,1
2,1,"Study 2, Cluster Number 493",1,0
2,1,"Study 2, Cluster Number 496",1,1
2,1,"Study 2, Cluster Number 496",1,1
2,1,"Study 2, Cluster Number 496",1,1
2,1,"Study 2, Cluster Number 496",1,0
2,1,"Study 2, Cluster Number 496",1,0
2,1,"Study 2, Cluster Number 496",1,0
2,1,"Study 2, Cluster Number 496",1,1
2,0,"Study 2, Cluster Number 497",1,1
2,0,"Study 2, Cluster Number 497",0,0
2,0,"Study 2, Cluster Number 497",1,1
2,0,"Study 2, Cluster Number 497",1,1
2,0,"Study 2, Cluster Number 498",0,0
2,0,"Study 2, Cluster Number 498",1,1
2,0,"Study 2, Cluster Number 498",0,0
2,0,"Study 2, Cluster Number 498",0,0
2,0,"Study 2, Cluster Number 498",1,1
2,0,"Study 2, Cluster Number 498",1,1
2,1,"Study 2, Cluster Number 499",1,1
2,1,"Study 2, Cluster Number 499",1,0
2,1,"Study 2, Cluster Number 499",0,0
2,1,"Study 2, Cluster Number 499",1,0
2,1,"Study 2, Cluster Number 499",1,0
2,1,"Study 2, Cluster Number 499",1,0
2,0,"Study 2, Cluster Number 500",1,1
2,0,"Study 2, Cluster Number 500",1,1
2,0,"Study 2, Cluster Number 500",1,1
2,0,"Study 2, Cluster Number 501",1,0
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",0,0
2,0,"Study 2, Cluster Number 501",0,0
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",1,0
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",1,0
2,0,"Study 2, Cluster Number 501",0,0
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",1,0
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",,
2,0,"Study 2, Cluster Number 501",1,1
2,0,"Study 2, Cluster Number 501",0,0
2,0,"Study 2, Cluster Number 502",0,0
2,1,"Study 2, Cluster Number 504",1,1
2,1,"Study 2, Cluster Number 504",1,0
2,1,"Study 2, Cluster Number 504",1,1
2,1,"Study 2, Cluster Number 504",1,1
2,1,"Study 2, Cluster Number 504",1,1
2,0,"Study 2, Cluster Number 505",0,0
2,0,"Study 2, Cluster Number 506",1,1
2,0,"Study 2, Cluster Number 506",0,0
2,0,"Study 2, Cluster Number 507",0,0
2,0,"Study 2, Cluster Number 508",1,0
2,0,"Study 2, Cluster Number 508",1,0
2,0,"Study 2, Cluster Number 508",1,0
2,0,"Study 2, Cluster Number 509",0,0
2,0,"Study 2, Cluster Number 509",1,1
2,0,"Study 2, Cluster Number 509",1,1
2,0,"Study 2, Cluster Number 509",1,1
2,0,"Study 2, Cluster Number 510",1,0
2,0,"Study 2, Cluster Number 510",1,1
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 511",0,0
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 511",1,0
2,0,"Study 2, Cluster Number 511",0,0
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 511",1,0
2,0,"Study 2, Cluster Number 511",1,0
2,0,"Study 2, Cluster Number 511",1,1
2,0,"Study 2, Cluster Number 512",1,1
2,0,"Study 2, Cluster Number 512",0,0
2,0,"Study 2, Cluster Number 514",1,1
2,0,"Study 2, Cluster Number 514",1,0
2,0,"Study 2, Cluster Number 514",0,0
2,0,"Study 2, Cluster Number 514",1,0
2,0,"Study 2, Cluster Number 515",0,0
2,0,"Study 2, Cluster Number 515",1,1
2,0,"Study 2, Cluster Number 515",1,1
2,0,"Study 2, Cluster Number 515",1,1
2,0,"Study 2, Cluster Number 515",0,0
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,0
2,0,"Study 2, Cluster Number 516",0,0
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",0,0
2,0,"Study 2, Cluster Number 516",0,0
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,0
2,0,"Study 2, Cluster Number 516",1,0
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,1
2,0,"Study 2, Cluster Number 516",1,0
2,1,"Study 2, Cluster Number 518",0,0
2,1,"Study 2, Cluster Number 518",1,0
2,1,"Study 2, Cluster Number 518",0,0
2,1,"Study 2, Cluster Number 518",0,0
2,1,"Study 2, Cluster Number 518",1,0
2,0,"Study 2, Cluster Number 519",1,0
2,0,"Study 2, Cluster Number 520",1,1
2,0,"Study 2, Cluster Number 521",1,0
